SentId	Sentences	Class
153980	Surgical or catheter-based interventions to correct these defects lead to resolution of heart failure.	0
153981	Medical therapy may be needed for stabilization or symptom relief while awaiting a more definitive intervention.	0
153982	"Heart failure due to pressure overload with preserved ventricular pump function - Pressure overload (increased afterload) may lead to heart failure if severe ventricular outflow obstruction impedes ejection of blood from the heart resulting in inadequate cardiac output (eg, aortic stenosis), or if ventricular hypertrophy due to prolonged pressure overload results in high filling pressures and congestion (eg, hypertrophic cardiomyopathy)."	0
153983	Surgical or catheter-based interventions to correct these defects lead to resolution of heart failure.	0
153984	Medical therapy may be needed for stabilization or symptom relief while awaiting a more definitive intervention.	0
153985	"The management of pediatric heart failure is dependent on the severity of heart failure, which is defined by a staging system (stages A to D) developed by a writing committee on behalf of the American College of Cardiology (ACC) and the American Heart Association (AHA), and modified for children by the ISHLT."	0
153986	"This schema identifies asymptomatic patients in the early stages of heart failure (ie, stage B) in whom early intervention, such as ACE inhibitors, may prolong the symptom-free state, as well as determine which patients require more aggressive therapy."	1
153987	Components of therapy for children with heart failure include the following: Identification and correction of noncardiac factors that contribute to cardiac dysfunction.	1
153988	"In the acute setting, these may include acidosis and sepsis."	0
153989	"Other factors that may be associated with either acute or chronic heart failure include anemia, hypertension, and renal failure."	0
153990	"Surgical or catheter-based interventions to correct the underlying structural defect (eg, significant left-to-right shunt or ventricular outflow obstruction)."	0
153991	"Pharmacologic therapy to relieve symptoms, slow the progression of ventricular dysfunction, and improve patient survival."	0
153992	"Additional therapeutic interventions for patients with advanced heart failure refractory to pharmacologic therapy include positive pressure ventilation, mechanical circulatory support, and heart transplantation."	1
153993	Nonpharmacologic therapy for chronic heart failure includes optimal nutrition and exercise rehabilitation.	0
153994	"Therapeutic interventions to reduce the risk of and/or treat associated complications (eg, thromboembolism, arrhythmias, and ventricular dyssynchrony)."	0
153995	"Surgical or catheter-based intervention can lead to resolution of heart failure in patients with either volume or pressure overload, and preserved ventricular function )."	1
153996	"Volume overload is associated with lesions with significant left-to-right shunting (eg, large ventricular septal defects and atrioventricular canal defects), whereas pressure overload is seen in patients with ventricular outlet obstruction (eg, critical aortic stenosis and coarctation of the aorta)."	1
153997	Pharmacologic therapy is primarily used in patients with ventricular pump dysfunction.	1
153998	Drug therapy is also used initially to stabilize and relieve symptoms in patients with preserved ventricular function who are awaiting correction of the underlying defect that results in either volume or pressure overload.	1
153999	"Data from adults with heart failure have shown that a number of drugs provide symptom relief, and improvement in patient outcome and cardiac functions."	1
154000	"Improvement in symptoms can be achieved by diuretics, digoxin, angiotensin-converting enzyme (ACE) inhibitors, and angiotensin II receptor blockers (ARBs)."	0
154001	"Prolongation of patient survival has been documented with beta-blockers, ACE inhibitors, ARBs, and aldosterone antagonists."	0
154002	"Improvement in left ventricular (LV) function and reversal of LV dilation, described as reversal of LV remodeling, is seen with the chronic use of ACE inhibitors, ARBs, beta-blockers, and aldosterone antagonists."	0
154003	Hospitalized patients with end-stage heart failure awaiting heart transplant may require intravenous inotropic and/or diuretics because they are refractory to oral medical therapy.	1
154004	"Based on this evidence in adults, these drugs are used in children with heart failure, if no contraindications to their use are identified."	1
154005	These drugs are discussed in detail in the following sections.	0
154006	Diuretics decrease preload by promoting natriuresis and provide relief of volume overload symptoms such as pulmonary and peripheral edema.	0
154007	Diuretics are used to treat children with stage C or D heart failure.	1
154008	Loop diuretics - Loop diuretics inhibit sodium and chloride reabsorption in the thick ascending limb of the loop of Henle.	0
154009	Furosemide is the most commonly used loop diuretic.	0
154010	A study of 62 hospitalized children with heart failure and fluid overload demonstrated the efficacy and safety of furosemide.	1
